#    L    TT             EE             BB             TE          
  1543    0.54677E+03    0.16379E+02    0.74328E-01    0.54716E+01
  1544    0.54388E+03    0.16478E+02    0.74239E-01    0.54318E+01
  1545    0.54100E+03    0.16575E+02    0.74150E-01    0.53833E+01
  1546    0.53812E+03    0.16672E+02    0.74061E-01    0.53253E+01
  1547    0.53527E+03    0.16768E+02    0.73972E-01    0.52594E+01
  1548    0.53244E+03    0.16865E+02    0.73883E-01    0.51848E+01
  1549    0.52962E+03    0.16959E+02    0.73794E-01    0.51021E+01
  1550    0.52682E+03    0.17054E+02    0.73705E-01    0.50107E+01
  1551    0.52403E+03    0.17148E+02    0.73616E-01    0.49105E+01
  1552    0.52127E+03    0.17240E+02    0.73527E-01    0.48029E+01
  1553    0.51851E+03    0.17333E+02    0.73438E-01    0.46879E+01
  1554    0.51579E+03    0.17425E+02    0.73348E-01    0.45640E+01
  1555    0.51307E+03    0.17516E+02    0.73259E-01    0.44328E+01
  1556    0.51038E+03    0.17605E+02    0.73170E-01    0.42933E+01
  1557    0.50771E+03    0.17694E+02    0.73081E-01    0.41464E+01
  1558    0.50506E+03    0.17782E+02    0.72992E-01    0.39927E+01
  1559    0.50245E+03    0.17868E+02    0.72903E-01    0.38307E+01
  1560    0.49985E+03    0.17954E+02    0.72813E-01    0.36612E+01
  1561    0.49725E+03    0.18038E+02    0.72724E-01    0.34848E+01
  1562    0.49467E+03    0.18121E+02    0.72636E-01    0.33008E+01
  1563    0.49213E+03    0.18203E+02    0.72547E-01    0.31106E+01
  1564    0.48961E+03    0.18285E+02    0.72458E-01    0.29135E+01
  1565    0.48713E+03    0.18363E+02    0.72369E-01    0.27094E+01
  1566    0.48466E+03    0.18442E+02    0.72280E-01    0.24998E+01
  1567    0.48220E+03    0.18517E+02    0.72192E-01    0.22823E+01
  1568    0.47978E+03    0.18593E+02    0.72104E-01    0.20591E+01
  1569    0.47739E+03    0.18667E+02    0.72015E-01    0.18297E+01
  1570    0.47502E+03    0.18741E+02    0.71927E-01    0.15944E+01
  1571    0.47269E+03    0.18814E+02    0.71839E-01    0.13537E+01
  1572    0.47037E+03    0.18883E+02    0.71751E-01    0.11064E+01
  1573    0.46807E+03    0.18952E+02    0.71664E-01    0.85372E+00
  1574    0.46583E+03    0.19018E+02    0.71576E-01    0.59548E+00
  1575    0.46359E+03    0.19085E+02    0.71489E-01    0.33194E+00
  1576    0.46139E+03    0.19147E+02    0.71401E-01    0.63154E-01
  1577    0.45921E+03    0.19209E+02    0.71314E-01   -0.21072E+00
  1578    0.45707E+03    0.19269E+02    0.71228E-01   -0.48941E+00
  1579    0.45496E+03    0.19327E+02    0.71141E-01   -0.77290E+00
  1580    0.45286E+03    0.19385E+02    0.71055E-01   -0.10610E+01
  1581    0.45079E+03    0.19440E+02    0.70969E-01   -0.13536E+01
  1582    0.44877E+03    0.19493E+02    0.70883E-01   -0.16505E+01
  1583    0.44676E+03    0.19544E+02    0.70797E-01   -0.19515E+01
  1584    0.44479E+03    0.19594E+02    0.70712E-01   -0.22567E+01
  1585    0.44284E+03    0.19642E+02    0.70627E-01   -0.25657E+01
  1586    0.44093E+03    0.19688E+02    0.70543E-01   -0.28783E+01
  1587    0.43904E+03    0.19732E+02    0.70458E-01   -0.31948E+01
  1588    0.43720E+03    0.19774E+02    0.70374E-01   -0.35147E+01
  1589    0.43537E+03    0.19815E+02    0.70290E-01   -0.38378E+01
  1590    0.43357E+03    0.19853E+02    0.70207E-01   -0.41641E+01
  1591    0.43182E+03    0.19889E+02    0.70124E-01   -0.44933E+01
  1592    0.43009E+03    0.19924E+02    0.70041E-01   -0.48253E+01
  1593    0.42839E+03    0.19957E+02    0.69959E-01   -0.51601E+01
  1594    0.42671E+03    0.19988E+02    0.69877E-01   -0.54974E+01
  1595    0.42508E+03    0.20017E+02    0.69795E-01   -0.58369E+01
  1596    0.42348E+03    0.20043E+02    0.69714E-01   -0.61786E+01
  1597    0.42190E+03    0.20068E+02    0.69633E-01   -0.65224E+01
  1598    0.42036E+03    0.20090E+02    0.69553E-01   -0.68679E+01
  1599    0.41884E+03    0.20111E+02    0.69472E-01   -0.72152E+01
  1600    0.41736E+03    0.20130E+02    0.69393E-01   -0.75641E+01
  1601    0.41591E+03    0.20147E+02    0.69314E-01   -0.79143E+01
  1602    0.41448E+03    0.20161E+02    0.69235E-01   -0.82657E+01
  1603    0.41310E+03    0.20173E+02    0.69157E-01   -0.86185E+01
  1604    0.41174E+03    0.20183E+02    0.69079E-01   -0.89725E+01
  1605    0.41042E+03    0.20192E+02    0.69001E-01   -0.93266E+01
  1606    0.40912E+03    0.20198E+02    0.68924E-01   -0.96821E+01
  1607    0.40785E+03    0.20202E+02    0.68848E-01   -0.10038E+02
  1608    0.40661E+03    0.20205E+02    0.68772E-01   -0.10394E+02
  1609    0.40541E+03    0.20205E+02    0.68696E-01   -0.10750E+02
  1610    0.40424E+03    0.20202E+02    0.68621E-01   -0.11107E+02
  1611    0.40310E+03    0.20198E+02    0.68546E-01   -0.11463E+02
  1612    0.40199E+03    0.20191E+02    0.68472E-01   -0.11819E+02
  1613    0.40090E+03    0.20183E+02    0.68398E-01   -0.12175E+02
  1614    0.39985E+03    0.20173E+02    0.68325E-01   -0.12530E+02
  1615    0.39883E+03    0.20160E+02    0.68252E-01   -0.12884E+02
  1616    0.39783E+03    0.20146E+02    0.68180E-01   -0.13237E+02
  1617    0.39686E+03    0.20129E+02    0.68108E-01   -0.13589E+02
  1618    0.39593E+03    0.20111E+02    0.68037E-01   -0.13940E+02
  1619    0.39500E+03    0.20090E+02    0.67966E-01   -0.14290E+02
  1620    0.39413E+03    0.20068E+02    0.67895E-01   -0.14639E+02
  1621    0.39328E+03    0.20042E+02    0.67825E-01   -0.14985E+02
  1622    0.39246E+03    0.20016E+02    0.67756E-01   -0.15331E+02
  1623    0.39166E+03    0.19987E+02    0.67687E-01   -0.15674E+02
  1624    0.39090E+03    0.19957E+02    0.67618E-01   -0.16015E+02
  1625    0.39016E+03    0.19924E+02    0.67550E-01   -0.16355E+02
  1626    0.38945E+03    0.19890E+02    0.67482E-01   -0.16692E+02
  1627    0.38876E+03    0.19853E+02    0.67415E-01   -0.17027E+02
  1628    0.38809E+03    0.19815E+02    0.67348E-01   -0.17359E+02
  1629    0.38746E+03    0.19774E+02    0.67282E-01   -0.17688E+02
  1630    0.38686E+03    0.19732E+02    0.67216E-01   -0.18015E+02
  1631    0.38626E+03    0.19688E+02    0.67150E-01   -0.18339E+02
  1632    0.38571E+03    0.19641E+02    0.67085E-01   -0.18660E+02
  1633    0.38518E+03    0.19594E+02    0.67021E-01   -0.18977E+02
  1634    0.38469E+03    0.19544E+02    0.66956E-01   -0.19292E+02
  1635    0.38420E+03    0.19493E+02    0.66893E-01   -0.19603E+02
  1636    0.38375E+03    0.19439E+02    0.66829E-01   -0.19910E+02
  1637    0.38332E+03    0.19384E+02    0.66767E-01   -0.20215E+02
  1638    0.38290E+03    0.19327E+02    0.66704E-01   -0.20515E+02
  1639    0.38252E+03    0.19269E+02    0.66642E-01   -0.20812E+02
  1640    0.38216E+03    0.19208E+02    0.66580E-01   -0.21105E+02
  1641    0.38181E+03    0.19146E+02    0.66519E-01   -0.21394E+02
  1642    0.38150E+03    0.19082E+02    0.66458E-01   -0.21678E+02
  1643    0.38120E+03    0.19018E+02    0.66398E-01   -0.21959E+02
  1644    0.38092E+03    0.18950E+02    0.66338E-01   -0.22236E+02
  1645    0.38066E+03    0.18881E+02    0.66278E-01   -0.22508E+02
  1646    0.38042E+03    0.18811E+02    0.66219E-01   -0.22776E+02
  1647    0.38020E+03    0.18740E+02    0.66160E-01   -0.23038E+02
  1648    0.38001E+03    0.18667E+02    0.66102E-01   -0.23297E+02
  1649    0.37983E+03    0.18592E+02    0.66044E-01   -0.23551E+02
  1650    0.37967E+03    0.18516E+02    0.65986E-01   -0.23800E+02
  1651    0.37953E+03    0.18439E+02    0.65929E-01   -0.24045E+02
  1652    0.37941E+03    0.18358E+02    0.65872E-01   -0.24283E+02
  1653    0.37931E+03    0.18278E+02    0.65815E-01   -0.24516E+02
  1654    0.37922E+03    0.18197E+02    0.65759E-01   -0.24747E+02
  1655    0.37915E+03    0.18114E+02    0.65704E-01   -0.24970E+02
  1656    0.37910E+03    0.18030E+02    0.65648E-01   -0.25188E+02
  1657    0.37905E+03    0.17944E+02    0.65593E-01   -0.25401E+02
  1658    0.37903E+03    0.17857E+02    0.65539E-01   -0.25610E+02
  1659    0.37903E+03    0.17769E+02    0.65485E-01   -0.25812E+02
  1660    0.37903E+03    0.17680E+02    0.65431E-01   -0.26008E+02
  1661    0.37905E+03    0.17589E+02    0.65377E-01   -0.26200E+02
  1662    0.37908E+03    0.17498E+02    0.65324E-01   -0.26387E+02
  1663    0.37913E+03    0.17406E+02    0.65272E-01   -0.26567E+02
  1664    0.37918E+03    0.17312E+02    0.65219E-01   -0.26741E+02
  1665    0.37925E+03    0.17218E+02    0.65167E-01   -0.26910E+02
  1666    0.37933E+03    0.17123E+02    0.65116E-01   -0.27075E+02
  1667    0.37942E+03    0.17027E+02    0.65064E-01   -0.27231E+02
  1668    0.37953E+03    0.16929E+02    0.65013E-01   -0.27384E+02
  1669    0.37964E+03    0.16832E+02    0.64963E-01   -0.27529E+02
  1670    0.37976E+03    0.16733E+02    0.64913E-01   -0.27669E+02
  1671    0.37990E+03    0.16633E+02    0.64863E-01   -0.27803E+02
  1672    0.38004E+03    0.16533E+02    0.64813E-01   -0.27932E+02
  1673    0.38019E+03    0.16431E+02    0.64764E-01   -0.28054E+02
  1674    0.38035E+03    0.16330E+02    0.64715E-01   -0.28170E+02
  1675    0.38050E+03    0.16228E+02    0.64666E-01   -0.28280E+02
  1676    0.38068E+03    0.16124E+02    0.64618E-01   -0.28384E+02
  1677    0.38086E+03    0.16021E+02    0.64570E-01   -0.28482E+02
  1678    0.38104E+03    0.15916E+02    0.64522E-01   -0.28575E+02
  1679    0.38122E+03    0.15812E+02    0.64475E-01   -0.28661E+02
  1680    0.38142E+03    0.15706E+02    0.64427E-01   -0.28740E+02
  1681    0.38162E+03    0.15599E+02    0.64381E-01   -0.28814E+02
  1682    0.38182E+03    0.15493E+02    0.64334E-01   -0.28883E+02
  1683    0.38203E+03    0.15388E+02    0.64287E-01   -0.28945E+02
  1684    0.38223E+03    0.15280E+02    0.64241E-01   -0.29001E+02
  1685    0.38245E+03    0.15173E+02    0.64195E-01   -0.29051E+02
  1686    0.38267E+03    0.15066E+02    0.64150E-01   -0.29094E+02
  1687    0.38288E+03    0.14958E+02    0.64104E-01   -0.29132E+02
  1688    0.38311E+03    0.14850E+02    0.64059E-01   -0.29164E+02
  1689    0.38332E+03    0.14743E+02    0.64014E-01   -0.29189E+02
  1690    0.38353E+03    0.14634E+02    0.63969E-01   -0.29209E+02
  1691    0.38375E+03    0.14527E+02    0.63924E-01   -0.29223E+02
  1692    0.38398E+03    0.14418E+02    0.63879E-01   -0.29231E+02
  1693    0.38419E+03    0.14309E+02    0.63835E-01   -0.29233E+02
  1694    0.38440E+03    0.14202E+02    0.63790E-01   -0.29230E+02
  1695    0.38462E+03    0.14093E+02    0.63746E-01   -0.29219E+02
  1696    0.38484E+03    0.13985E+02    0.63702E-01   -0.29204E+02
  1697    0.38504E+03    0.13877E+02    0.63658E-01   -0.29183E+02
  1698    0.38525E+03    0.13769E+02    0.63614E-01   -0.29156E+02
  1699    0.38546E+03    0.13661E+02    0.63570E-01   -0.29123E+02
  1700    0.38566E+03    0.13552E+02    0.63526E-01   -0.29085E+02
  1701    0.38585E+03    0.13446E+02    0.63482E-01   -0.29041E+02
  1702    0.38606E+03    0.13338E+02    0.63439E-01   -0.28991E+02
  1703    0.38624E+03    0.13232E+02    0.63395E-01   -0.28937E+02
  1704    0.38643E+03    0.13125E+02    0.63351E-01   -0.28876E+02
  1705    0.38661E+03    0.13020E+02    0.63308E-01   -0.28810E+02
  1706    0.38678E+03    0.12912E+02    0.63264E-01   -0.28739E+02
  1707    0.38695E+03    0.12806E+02    0.63221E-01   -0.28663E+02
  1708    0.38711E+03    0.12702E+02    0.63177E-01   -0.28581E+02
  1709    0.38727E+03    0.12597E+02    0.63134E-01   -0.28495E+02
  1710    0.38742E+03    0.12494E+02    0.63090E-01   -0.28403E+02
  1711    0.38755E+03    0.12392E+02    0.63046E-01   -0.28305E+02
  1712    0.38769E+03    0.12289E+02    0.63003E-01   -0.28203E+02
  1713    0.38782E+03    0.12187E+02    0.62959E-01   -0.28097E+02
  1714    0.38793E+03    0.12086E+02    0.62915E-01   -0.27984E+02
  1715    0.38803E+03    0.11985E+02    0.62871E-01   -0.27868E+02
  1716    0.38814E+03    0.11885E+02    0.62827E-01   -0.27747E+02
  1717    0.38823E+03    0.11785E+02    0.62783E-01   -0.27621E+02
  1718    0.38830E+03    0.11687E+02    0.62739E-01   -0.27491E+02
  1719    0.38837E+03    0.11589E+02    0.62695E-01   -0.27356E+02
  1720    0.38843E+03    0.11492E+02    0.62651E-01   -0.27217E+02
  1721    0.38848E+03    0.11397E+02    0.62607E-01   -0.27073E+02
  1722    0.38853E+03    0.11301E+02    0.62562E-01   -0.26926E+02
  1723    0.38856E+03    0.11206E+02    0.62518E-01   -0.26774E+02
  1724    0.38857E+03    0.11114E+02    0.62473E-01   -0.26619E+02
  1725    0.38858E+03    0.11021E+02    0.62428E-01   -0.26458E+02
  1726    0.38857E+03    0.10929E+02    0.62384E-01   -0.26295E+02
  1727    0.38856E+03    0.10838E+02    0.62339E-01   -0.26128E+02
  1728    0.38853E+03    0.10750E+02    0.62294E-01   -0.25957E+02
  1729    0.38850E+03    0.10662E+02    0.62249E-01   -0.25783E+02
  1730    0.38843E+03    0.10574E+02    0.62203E-01   -0.25603E+02
  1731    0.38837E+03    0.10488E+02    0.62158E-01   -0.25422E+02
  1732    0.38829E+03    0.10402E+02    0.62113E-01   -0.25237E+02
  1733    0.38820E+03    0.10319E+02    0.62067E-01   -0.25049E+02
  1734    0.38809E+03    0.10235E+02    0.62021E-01   -0.24857E+02
  1735    0.38797E+03    0.10154E+02    0.61975E-01   -0.24661E+02
  1736    0.38784E+03    0.10072E+02    0.61929E-01   -0.24465E+02
  1737    0.38769E+03    0.99934E+01    0.61883E-01   -0.24264E+02
  1738    0.38753E+03    0.99149E+01    0.61837E-01   -0.24060E+02
  1739    0.38737E+03    0.98382E+01    0.61790E-01   -0.23855E+02
  1740    0.38717E+03    0.97624E+01    0.61744E-01   -0.23646E+02
  1741    0.38698E+03    0.96877E+01    0.61697E-01   -0.23434E+02
  1742    0.38677E+03    0.96147E+01    0.61650E-01   -0.23222E+02
  1743    0.38654E+03    0.95427E+01    0.61603E-01   -0.23005E+02
  1744    0.38630E+03    0.94724E+01    0.61556E-01   -0.22788E+02
  1745    0.38604E+03    0.94024E+01    0.61508E-01   -0.22568E+02
  1746    0.38576E+03    0.93348E+01    0.61461E-01   -0.22345E+02
  1747    0.38548E+03    0.92689E+01    0.61413E-01   -0.22122E+02
  1748    0.38518E+03    0.92047E+01    0.61365E-01   -0.21896E+02
  1749    0.38485E+03    0.91408E+01    0.61317E-01   -0.21667E+02
  1750    0.38452E+03    0.90785E+01    0.61269E-01   -0.21439E+02
  1751    0.38417E+03    0.90172E+01    0.61220E-01   -0.21209E+02
  1752    0.38381E+03    0.89568E+01    0.61171E-01   -0.20975E+02
  1753    0.38343E+03    0.88974E+01    0.61122E-01   -0.20743E+02
  1754    0.38304E+03    0.88404E+01    0.61073E-01   -0.20508E+02
  1755    0.38263E+03    0.87855E+01    0.61024E-01   -0.20272E+02
  1756    0.38222E+03    0.87311E+01    0.60974E-01   -0.20035E+02
  1757    0.38178E+03    0.86782E+01    0.60924E-01   -0.19798E+02
  1758    0.38131E+03    0.86267E+01    0.60874E-01   -0.19559E+02
  1759    0.38085E+03    0.85767E+01    0.60824E-01   -0.19321E+02
  1760    0.38037E+03    0.85283E+01    0.60773E-01   -0.19081E+02
  1761    0.37987E+03    0.84813E+01    0.60722E-01   -0.18841E+02
  1762    0.37935E+03    0.84356E+01    0.60671E-01   -0.18600E+02
  1763    0.37882E+03    0.83916E+01    0.60620E-01   -0.18359E+02
  1764    0.37829E+03    0.83492E+01    0.60568E-01   -0.18118E+02
  1765    0.37773E+03    0.83081E+01    0.60516E-01   -0.17876E+02
  1766    0.37716E+03    0.82683E+01    0.60463E-01   -0.17635E+02
  1767    0.37657E+03    0.82301E+01    0.60411E-01   -0.17394E+02
  1768    0.37596E+03    0.81933E+01    0.60358E-01   -0.17152E+02
  1769    0.37535E+03    0.81580E+01    0.60305E-01   -0.16912E+02
  1770    0.37472E+03    0.81241E+01    0.60251E-01   -0.16671E+02
  1771    0.37407E+03    0.80917E+01    0.60197E-01   -0.16432E+02
  1772    0.37342E+03    0.80607E+01    0.60143E-01   -0.16193E+02
  1773    0.37274E+03    0.80311E+01    0.60089E-01   -0.15953E+02
  1774    0.37205E+03    0.80030E+01    0.60034E-01   -0.15716E+02
  1775    0.37135E+03    0.79764E+01    0.59979E-01   -0.15479E+02
  1776    0.37065E+03    0.79511E+01    0.59923E-01   -0.15242E+02
  1777    0.36991E+03    0.79274E+01    0.59868E-01   -0.15008E+02
  1778    0.36916E+03    0.79049E+01    0.59811E-01   -0.14774E+02
  1779    0.36841E+03    0.78840E+01    0.59755E-01   -0.14541E+02
  1780    0.36764E+03    0.78645E+01    0.59698E-01   -0.14309E+02
  1781    0.36687E+03    0.78463E+01    0.59641E-01   -0.14079E+02
  1782    0.36606E+03    0.78295E+01    0.59583E-01   -0.13851E+02
  1783    0.36525E+03    0.78142E+01    0.59526E-01   -0.13624E+02
  1784    0.36444E+03    0.78001E+01    0.59467E-01   -0.13397E+02
  1785    0.36361E+03    0.77875E+01    0.59409E-01   -0.13174E+02
  1786    0.36276E+03    0.77763E+01    0.59350E-01   -0.12952E+02
  1787    0.36191E+03    0.77664E+01    0.59291E-01   -0.12731E+02
  1788    0.36105E+03    0.77579E+01    0.59232E-01   -0.12514E+02
  1789    0.36017E+03    0.77507E+01    0.59172E-01   -0.12297E+02
  1790    0.35927E+03    0.77448E+01    0.59112E-01   -0.12084E+02
  1791    0.35838E+03    0.77401E+01    0.59051E-01   -0.11872E+02
  1792    0.35747E+03    0.77368E+01    0.58990E-01   -0.11662E+02
  1793    0.35654E+03    0.77348E+01    0.58929E-01   -0.11455E+02
  1794    0.35561E+03    0.77340E+01    0.58868E-01   -0.11250E+02
  1795    0.35467E+03    0.77347E+01    0.58806E-01   -0.11048E+02
  1796    0.35369E+03    0.77364E+01    0.58744E-01   -0.10848E+02
  1797    0.35274E+03    0.77394E+01    0.58682E-01   -0.10651E+02
  1798    0.35176E+03    0.77435E+01    0.58620E-01   -0.10456E+02
  1799    0.35078E+03    0.77490E+01    0.58557E-01   -0.10264E+02
  1800    0.34979E+03    0.77557E+01    0.58494E-01   -0.10075E+02
  1801    0.34879E+03    0.77634E+01    0.58431E-01   -0.98881E+01
  1802    0.34780E+03    0.77723E+01    0.58367E-01   -0.97047E+01
  1803    0.34678E+03    0.77823E+01    0.58303E-01   -0.95247E+01
  1804    0.34575E+03    0.77935E+01    0.58239E-01   -0.93467E+01
  1805    0.34471E+03    0.78058E+01    0.58175E-01   -0.91722E+01
  1806    0.34368E+03    0.78192E+01    0.58110E-01   -0.90008E+01
  1807    0.34262E+03    0.78337E+01    0.58046E-01   -0.88326E+01
  1808    0.34157E+03    0.78491E+01    0.57981E-01   -0.86674E+01
  1809    0.34051E+03    0.78654E+01    0.57916E-01   -0.85056E+01
  1810    0.33944E+03    0.78829E+01    0.57850E-01   -0.83471E+01
  1811    0.33836E+03    0.79013E+01    0.57785E-01   -0.81918E+01
  1812    0.33727E+03    0.79208E+01    0.57719E-01   -0.80401E+01
  1813    0.33619E+03    0.79411E+01    0.57653E-01   -0.78918E+01
  1814    0.33509E+03    0.79624E+01    0.57587E-01   -0.77469E+01
  1815    0.33399E+03    0.79845E+01    0.57520E-01   -0.76055E+01
  1816    0.33289E+03    0.80075E+01    0.57454E-01   -0.74677E+01
  1817    0.33178E+03    0.80314E+01    0.57387E-01   -0.73333E+01
  1818    0.33066E+03    0.80561E+01    0.57320E-01   -0.72026E+01
  1819    0.32952E+03    0.80817E+01    0.57253E-01   -0.70756E+01
  1820    0.32840E+03    0.81079E+01    0.57186E-01   -0.69522E+01
  1821    0.32728E+03    0.81350E+01    0.57118E-01   -0.68325E+01
  1822    0.32614E+03    0.81628E+01    0.57051E-01   -0.67165E+01
  1823    0.32503E+03    0.81914E+01    0.56983E-01   -0.66042E+01
  1824    0.32389E+03    0.82204E+01    0.56915E-01   -0.64956E+01
  1825    0.32276E+03    0.82500E+01    0.56847E-01   -0.63909E+01
  1826    0.32161E+03    0.82811E+01    0.56779E-01   -0.62900E+01
  1827    0.32048E+03    0.83124E+01    0.56710E-01   -0.61927E+01
  1828    0.31933E+03    0.83442E+01    0.56642E-01   -0.60994E+01
  1829    0.31818E+03    0.83758E+01    0.56573E-01   -0.60099E+01
  1830    0.31703E+03    0.84095E+01    0.56504E-01   -0.59242E+01
  1831    0.31589E+03    0.84429E+01    0.56435E-01   -0.58423E+01
  1832    0.31473E+03    0.84768E+01    0.56366E-01   -0.57644E+01
  1833    0.31359E+03    0.85113E+01    0.56296E-01   -0.56902E+01
  1834    0.31244E+03    0.85456E+01    0.56227E-01   -0.56200E+01
  1835    0.31129E+03    0.85813E+01    0.56157E-01   -0.55535E+01
  1836    0.31013E+03    0.86182E+01    0.56087E-01   -0.54911E+01
  1837    0.30899E+03    0.86536E+01    0.56017E-01   -0.54324E+01
  1838    0.30784E+03    0.86902E+01    0.55947E-01   -0.53778E+01
  1839    0.30668E+03    0.87275E+01    0.55877E-01   -0.53269E+01
  1840    0.30554E+03    0.87640E+01    0.55806E-01   -0.52800E+01
  1841    0.30440E+03    0.88018E+01    0.55736E-01   -0.52369E+01
  1842    0.30326E+03    0.88395E+01    0.55665E-01   -0.51976E+01
  1843    0.30212E+03    0.88772E+01    0.55594E-01   -0.51623E+01
  1844    0.30098E+03    0.89155E+01    0.55523E-01   -0.51308E+01
  1845    0.29987E+03    0.89537E+01    0.55452E-01   -0.51031E+01
  1846    0.29873E+03    0.89927E+01    0.55380E-01   -0.50791E+01
  1847    0.29760E+03    0.90316E+01    0.55309E-01   -0.50591E+01
  1848    0.29648E+03    0.90705E+01    0.55237E-01   -0.50428E+01
  1849    0.29536E+03    0.91094E+01    0.55166E-01   -0.50302E+01
  1850    0.29424E+03    0.91483E+01    0.55094E-01   -0.50214E+01
  1851    0.29311E+03    0.91879E+01    0.55022E-01   -0.50163E+01
  1852    0.29201E+03    0.92283E+01    0.54950E-01   -0.50150E+01
  1853    0.29090E+03    0.92672E+01    0.54878E-01   -0.50172E+01
  1854    0.28980E+03    0.93062E+01    0.54806E-01   -0.50233E+01
  1855    0.28871E+03    0.93445E+01    0.54734E-01   -0.50329E+01
  1856    0.28762E+03    0.93836E+01    0.54661E-01   -0.50460E+01
  1857    0.28654E+03    0.94235E+01    0.54589E-01   -0.50627E+01
  1858    0.28546E+03    0.94620E+01    0.54517E-01   -0.50830E+01
  1859    0.28439E+03    0.95014E+01    0.54444E-01   -0.51068E+01
  1860    0.28332E+03    0.95393E+01    0.54372E-01   -0.51341E+01
  1861    0.28227E+03    0.95782E+01    0.54299E-01   -0.51648E+01
  1862    0.28123E+03    0.96164E+01    0.54227E-01   -0.51989E+01
  1863    0.28017E+03    0.96547E+01    0.54154E-01   -0.52363E+01
  1864    0.27914E+03    0.96939E+01    0.54081E-01   -0.52770E+01
  1865    0.27811E+03    0.97318E+01    0.54009E-01   -0.53210E+01
  1866    0.27710E+03    0.97691E+01    0.53936E-01   -0.53683E+01
  1867    0.27607E+03    0.98066E+01    0.53864E-01   -0.54187E+01
  1868    0.27507E+03    0.98435E+01    0.53791E-01   -0.54723E+01
  1869    0.27407E+03    0.98799E+01    0.53719E-01   -0.55289E+01
  1870    0.27308E+03    0.99164E+01    0.53646E-01   -0.55887E+01
  1871    0.27210E+03    0.99532E+01    0.53574E-01   -0.56514E+01
  1872    0.27113E+03    0.99887E+01    0.53502E-01   -0.57172E+01
  1873    0.27017E+03    0.10024E+02    0.53429E-01   -0.57858E+01
  1874    0.26921E+03    0.10059E+02    0.53357E-01   -0.58574E+01
  1875    0.26827E+03    0.10094E+02    0.53285E-01   -0.59317E+01
  1876    0.26733E+03    0.10128E+02    0.53213E-01   -0.60088E+01
  1877    0.26641E+03    0.10162E+02    0.53142E-01   -0.60886E+01
  1878    0.26548E+03    0.10194E+02    0.53070E-01   -0.61710E+01
  1879    0.26457E+03    0.10226E+02    0.52998E-01   -0.62560E+01
  1880    0.26368E+03    0.10258E+02    0.52927E-01   -0.63436E+01
  1881    0.26279E+03    0.10289E+02    0.52856E-01   -0.64336E+01
  1882    0.26191E+03    0.10320E+02    0.52785E-01   -0.65260E+01
  1883    0.26104E+03    0.10350E+02    0.52714E-01   -0.66207E+01
  1884    0.26019E+03    0.10380E+02    0.52643E-01   -0.67178E+01
  1885    0.25934E+03    0.10409E+02    0.52572E-01   -0.68172E+01
  1886    0.25850E+03    0.10438E+02    0.52502E-01   -0.69186E+01
  1887    0.25767E+03    0.10466E+02    0.52431E-01   -0.70224E+01
  1888    0.25686E+03    0.10492E+02    0.52361E-01   -0.71281E+01
  1889    0.25605E+03    0.10519E+02    0.52291E-01   -0.72358E+01
  1890    0.25525E+03    0.10544E+02    0.52221E-01   -0.73456E+01
  1891    0.25448E+03    0.10570E+02    0.52152E-01   -0.74571E+01
  1892    0.25370E+03    0.10594E+02    0.52082E-01   -0.75706E+01
  1893    0.25293E+03    0.10618E+02    0.52013E-01   -0.76857E+01
  1894    0.25218E+03    0.10641E+02    0.51944E-01   -0.78024E+01
  1895    0.25144E+03    0.10663E+02    0.51875E-01   -0.79208E+01
  1896    0.25071E+03    0.10685E+02    0.51806E-01   -0.80408E+01
  1897    0.24999E+03    0.10706E+02    0.51738E-01   -0.81623E+01
  1898    0.24928E+03    0.10726E+02    0.51670E-01   -0.82854E+01
  1899    0.24859E+03    0.10745E+02    0.51601E-01   -0.84098E+01
  1900    0.24790E+03    0.10763E+02    0.51533E-01   -0.85356E+01
  1901    0.24722E+03    0.10780E+02    0.51466E-01   -0.86627E+01
  1902    0.24656E+03    0.10796E+02    0.51398E-01   -0.87910E+01
  1903    0.24591E+03    0.10812E+02    0.51331E-01   -0.89202E+01
  1904    0.24528E+03    0.10827E+02    0.51263E-01   -0.90499E+01
  1905    0.24464E+03    0.10841E+02    0.51196E-01   -0.91815E+01
  1906    0.24402E+03    0.10854E+02    0.51129E-01   -0.93141E+01
  1907    0.24341E+03    0.10867E+02    0.51062E-01   -0.94464E+01
  1908    0.24282E+03    0.10878E+02    0.50996E-01   -0.95806E+01
  1909    0.24223E+03    0.10889E+02    0.50929E-01   -0.97145E+01
  1910    0.24165E+03    0.10899E+02    0.50863E-01   -0.98496E+01
  1911    0.24109E+03    0.10908E+02    0.50797E-01   -0.99860E+01
  1912    0.24054E+03    0.10916E+02    0.50731E-01   -0.10121E+02
  1913    0.24001E+03    0.10923E+02    0.50665E-01   -0.10257E+02
  1914    0.23948E+03    0.10929E+02    0.50600E-01   -0.10394E+02
  1915    0.23897E+03    0.10935E+02    0.50534E-01   -0.10531E+02
  1916    0.23846E+03    0.10939E+02    0.50469E-01   -0.10669E+02
  1917    0.23797E+03    0.10942E+02    0.50404E-01   -0.10806E+02
  1918    0.23748E+03    0.10945E+02    0.50339E-01   -0.10944E+02
  1919    0.23702E+03    0.10947E+02    0.50274E-01   -0.11082E+02
  1920    0.23656E+03    0.10947E+02    0.50209E-01   -0.11220E+02
