#    L    TT             EE             TE             PP             TP          
   322    0.32522E+04    0.12871E+02    0.11477E+03    0.16513E+07    0.86383E+03
   323    0.32201E+04    0.13055E+02    0.11429E+03    0.16450E+07    0.85572E+03
   324    0.31883E+04    0.13240E+02    0.11376E+03    0.16388E+07    0.84767E+03
   325    0.31566E+04    0.13422E+02    0.11321E+03    0.16325E+07    0.83968E+03
   326    0.31250E+04    0.13605E+02    0.11260E+03    0.16264E+07    0.83176E+03
   327    0.30936E+04    0.13788E+02    0.11197E+03    0.16202E+07    0.82390E+03
   328    0.30625E+04    0.13969E+02    0.11131E+03    0.16141E+07    0.81611E+03
   329    0.30315E+04    0.14150E+02    0.11060E+03    0.16080E+07    0.80837E+03
   330    0.30007E+04    0.14330E+02    0.10986E+03    0.16020E+07    0.80070E+03
   331    0.29702E+04    0.14509E+02    0.10909E+03    0.15960E+07    0.79310E+03
   332    0.29398E+04    0.14688E+02    0.10828E+03    0.15900E+07    0.78556E+03
   333    0.29097E+04    0.14865E+02    0.10745E+03    0.15840E+07    0.77808E+03
   334    0.28799E+04    0.15042E+02    0.10657E+03    0.15781E+07    0.77066E+03
   335    0.28502E+04    0.15217E+02    0.10565E+03    0.15722E+07    0.76331E+03
   336    0.28208E+04    0.15391E+02    0.10471E+03    0.15664E+07    0.75602E+03
   337    0.27917E+04    0.15564E+02    0.10372E+03    0.15605E+07    0.74880E+03
   338    0.27628E+04    0.15735E+02    0.10271E+03    0.15547E+07    0.74164E+03
   339    0.27342E+04    0.15906E+02    0.10166E+03    0.15490E+07    0.73454E+03
   340    0.27059E+04    0.16075E+02    0.10059E+03    0.15433E+07    0.72751E+03
   341    0.26778E+04    0.16241E+02    0.99480E+02    0.15376E+07    0.72054E+03
   342    0.26501E+04    0.16408E+02    0.98336E+02    0.15319E+07    0.71364E+03
   343    0.26227E+04    0.16572E+02    0.97162E+02    0.15262E+07    0.70680E+03
   344    0.25956E+04    0.16734E+02    0.95959E+02    0.15206E+07    0.70002E+03
   345    0.25688E+04    0.16894E+02    0.94726E+02    0.15150E+07    0.69331E+03
   346    0.25423E+04    0.17054E+02    0.93470E+02    0.15095E+07    0.68667E+03
   347    0.25161E+04    0.17210E+02    0.92177E+02    0.15039E+07    0.68009E+03
   348    0.24903E+04    0.17364E+02    0.90855E+02    0.14984E+07    0.67357E+03
   349    0.24648E+04    0.17517E+02    0.89502E+02    0.14930E+07    0.66712E+03
   350    0.24396E+04    0.17667E+02    0.88128E+02    0.14875E+07    0.66073E+03
   351    0.24150E+04    0.17815E+02    0.86723E+02    0.14821E+07    0.65441E+03
   352    0.23905E+04    0.17961E+02    0.85289E+02    0.14767E+07    0.64815E+03
   353    0.23665E+04    0.18105E+02    0.83840E+02    0.14713E+07    0.64196E+03
   354    0.23427E+04    0.18246E+02    0.82353E+02    0.14660E+07    0.63582E+03
   355    0.23194E+04    0.18385E+02    0.80845E+02    0.14607E+07    0.62974E+03
   356    0.22964E+04    0.18521E+02    0.79321E+02    0.14554E+07    0.62372E+03
   357    0.22738E+04    0.18655E+02    0.77767E+02    0.14501E+07    0.61776E+03
   358    0.22517E+04    0.18785E+02    0.76199E+02    0.14449E+07    0.61184E+03
   359    0.22299E+04    0.18913E+02    0.74600E+02    0.14397E+07    0.60598E+03
   360    0.22084E+04    0.19038E+02    0.72983E+02    0.14345E+07    0.60017E+03
   361    0.21874E+04    0.19161E+02    0.71343E+02    0.14293E+07    0.59440E+03
   362    0.21668E+04    0.19281E+02    0.69683E+02    0.14242E+07    0.58869E+03
   363    0.21466E+04    0.19399E+02    0.68004E+02    0.14191E+07    0.58302E+03
   364    0.21268E+04    0.19512E+02    0.66304E+02    0.14140E+07    0.57739E+03
   365    0.21074E+04    0.19623E+02    0.64588E+02    0.14090E+07    0.57180E+03
   366    0.20884E+04    0.19731E+02    0.62854E+02    0.14039E+07    0.56625E+03
   367    0.20699E+04    0.19834E+02    0.61103E+02    0.13989E+07    0.56074E+03
   368    0.20516E+04    0.19936E+02    0.59337E+02    0.13939E+07    0.55527E+03
   369    0.20340E+04    0.20034E+02    0.57554E+02    0.13890E+07    0.54983E+03
   370    0.20167E+04    0.20129E+02    0.55758E+02    0.13840E+07    0.54443E+03
   371    0.19998E+04    0.20220E+02    0.53947E+02    0.13791E+07    0.53905E+03
   372    0.19833E+04    0.20308E+02    0.52125E+02    0.13742E+07    0.53371E+03
   373    0.19673E+04    0.20393E+02    0.50289E+02    0.13693E+07    0.52839E+03
   374    0.19517E+04    0.20474E+02    0.48441E+02    0.13645E+07    0.52310E+03
   375    0.19365E+04    0.20552E+02    0.46584E+02    0.13597E+07    0.51784E+03
   376    0.19218E+04    0.20627E+02    0.44715E+02    0.13549E+07    0.51260E+03
   377    0.19075E+04    0.20698E+02    0.42839E+02    0.13501E+07    0.50738E+03
   378    0.18937E+04    0.20764E+02    0.40953E+02    0.13454E+07    0.50218E+03
   379    0.18802E+04    0.20828E+02    0.39060E+02    0.13406E+07    0.49699E+03
   380    0.18673E+04    0.20889E+02    0.37159E+02    0.13359E+07    0.49183E+03
   381    0.18547E+04    0.20944E+02    0.35252E+02    0.13312E+07    0.48668E+03
   382    0.18426E+04    0.20996E+02    0.33341E+02    0.13266E+07    0.48154E+03
   383    0.18309E+04    0.21045E+02    0.31424E+02    0.13219E+07    0.47641E+03
   384    0.18197E+04    0.21089E+02    0.29504E+02    0.13173E+07    0.47129E+03
   385    0.18089E+04    0.21131E+02    0.27580E+02    0.13127E+07    0.46618E+03
   386    0.17986E+04    0.21168E+02    0.25655E+02    0.13081E+07    0.46108E+03
   387    0.17886E+04    0.21201E+02    0.23728E+02    0.13036E+07    0.45598E+03
   388    0.17791E+04    0.21230E+02    0.21801E+02    0.12991E+07    0.45089E+03
   389    0.17700E+04    0.21254E+02    0.19873E+02    0.12945E+07    0.44579E+03
   390    0.17614E+04    0.21276E+02    0.17947E+02    0.12901E+07    0.44070E+03
   391    0.17532E+04    0.21294E+02    0.16022E+02    0.12856E+07    0.43560E+03
   392    0.17454E+04    0.21309E+02    0.14100E+02    0.12811E+07    0.43050E+03
   393    0.17381E+04    0.21319E+02    0.12182E+02    0.12767E+07    0.42539E+03
   394    0.17311E+04    0.21326E+02    0.10268E+02    0.12723E+07    0.42028E+03
   395    0.17246E+04    0.21328E+02    0.83570E+01    0.12679E+07    0.41516E+03
   396    0.17185E+04    0.21326E+02    0.64534E+01    0.12635E+07    0.41002E+03
   397    0.17128E+04    0.21321E+02    0.45555E+01    0.12592E+07    0.40488E+03
   398    0.17076E+04    0.21311E+02    0.26646E+01    0.12549E+07    0.39972E+03
   399    0.17027E+04    0.21297E+02    0.78158E+00    0.12505E+07    0.39454E+03
   400    0.16982E+04    0.21280E+02   -0.10927E+01    0.12463E+07    0.38935E+03
   401    0.16942E+04    0.21259E+02   -0.29576E+01    0.12420E+07    0.38414E+03
   402    0.16906E+04    0.21233E+02   -0.48123E+01    0.12377E+07    0.37891E+03
   403    0.16874E+04    0.21204E+02   -0.66562E+01    0.12335E+07    0.37367E+03
   404    0.16845E+04    0.21171E+02   -0.84876E+01    0.12293E+07    0.36842E+03
   405    0.16821E+04    0.21133E+02   -0.10307E+02    0.12251E+07    0.36315E+03
   406    0.16800E+04    0.21092E+02   -0.12113E+02    0.12209E+07    0.35788E+03
   407    0.16784E+04    0.21047E+02   -0.13907E+02    0.12167E+07    0.35259E+03
   408    0.16771E+04    0.20998E+02   -0.15684E+02    0.12126E+07    0.34731E+03
   409    0.16762E+04    0.20946E+02   -0.17446E+02    0.12085E+07    0.34202E+03
   410    0.16757E+04    0.20889E+02   -0.19193E+02    0.12044E+07    0.33673E+03
   411    0.16756E+04    0.20829E+02   -0.20923E+02    0.12003E+07    0.33143E+03
   412    0.16758E+04    0.20766E+02   -0.22635E+02    0.11962E+07    0.32615E+03
   413    0.16763E+04    0.20698E+02   -0.24330E+02    0.11922E+07    0.32086E+03
   414    0.16772E+04    0.20627E+02   -0.26006E+02    0.11881E+07    0.31559E+03
   415    0.16785E+04    0.20554E+02   -0.27662E+02    0.11841E+07    0.31032E+03
   416    0.16801E+04    0.20475E+02   -0.29298E+02    0.11801E+07    0.30507E+03
   417    0.16820E+04    0.20394E+02   -0.30915E+02    0.11762E+07    0.29982E+03
   418    0.16843E+04    0.20307E+02   -0.32509E+02    0.11722E+07    0.29460E+03
   419    0.16870E+04    0.20218E+02   -0.34081E+02    0.11683E+07    0.28938E+03
   420    0.16899E+04    0.20127E+02   -0.35631E+02    0.11643E+07    0.28419E+03
   421    0.16932E+04    0.20031E+02   -0.37158E+02    0.11604E+07    0.27902E+03
   422    0.16968E+04    0.19932E+02   -0.38662E+02    0.11565E+07    0.27387E+03
   423    0.17007E+04    0.19829E+02   -0.40141E+02    0.11527E+07    0.26875E+03
   424    0.17048E+04    0.19724E+02   -0.41596E+02    0.11488E+07    0.26365E+03
   425    0.17093E+04    0.19614E+02   -0.43024E+02    0.11450E+07    0.25858E+03
   426    0.17141E+04    0.19502E+02   -0.44427E+02    0.11411E+07    0.25354E+03
   427    0.17192E+04    0.19387E+02   -0.45804E+02    0.11373E+07    0.24854E+03
   428    0.17245E+04    0.19268E+02   -0.47153E+02    0.11336E+07    0.24357E+03
   429    0.17301E+04    0.19147E+02   -0.48475E+02    0.11298E+07    0.23863E+03
   430    0.17360E+04    0.19023E+02   -0.49769E+02    0.11260E+07    0.23374E+03
   431    0.17422E+04    0.18896E+02   -0.51035E+02    0.11223E+07    0.22888E+03
   432    0.17485E+04    0.18766E+02   -0.52273E+02    0.11186E+07    0.22407E+03
   433    0.17551E+04    0.18634E+02   -0.53480E+02    0.11149E+07    0.21930E+03
   434    0.17620E+04    0.18498E+02   -0.54660E+02    0.11112E+07    0.21458E+03
   435    0.17690E+04    0.18361E+02   -0.55809E+02    0.11075E+07    0.20991E+03
   436    0.17764E+04    0.18221E+02   -0.56927E+02    0.11039E+07    0.20529E+03
   437    0.17839E+04    0.18078E+02   -0.58014E+02    0.11002E+07    0.20072E+03
   438    0.17917E+04    0.17933E+02   -0.59070E+02    0.10966E+07    0.19620E+03
   439    0.17997E+04    0.17786E+02   -0.60095E+02    0.10930E+07    0.19175E+03
   440    0.18079E+04    0.17637E+02   -0.61088E+02    0.10894E+07    0.18735E+03
   441    0.18163E+04    0.17485E+02   -0.62049E+02    0.10858E+07    0.18301E+03
   442    0.18247E+04    0.17330E+02   -0.62977E+02    0.10823E+07    0.17873E+03
   443    0.18335E+04    0.17175E+02   -0.63873E+02    0.10787E+07    0.17452E+03
   444    0.18424E+04    0.17018E+02   -0.64735E+02    0.10752E+07    0.17037E+03
   445    0.18515E+04    0.16857E+02   -0.65564E+02    0.10717E+07    0.16630E+03
   446    0.18607E+04    0.16696E+02   -0.66358E+02    0.10682E+07    0.16229E+03
   447    0.18701E+04    0.16533E+02   -0.67120E+02    0.10647E+07    0.15836E+03
   448    0.18795E+04    0.16368E+02   -0.67848E+02    0.10612E+07    0.15450E+03
   449    0.18892E+04    0.16202E+02   -0.68540E+02    0.10578E+07    0.15071E+03
   450    0.18990E+04    0.16035E+02   -0.69200E+02    0.10543E+07    0.14701E+03
   451    0.19089E+04    0.15865E+02   -0.69824E+02    0.10509E+07    0.14338E+03
   452    0.19189E+04    0.15695E+02   -0.70415E+02    0.10475E+07    0.13984E+03
   453    0.19291E+04    0.15524E+02   -0.70970E+02    0.10441E+07    0.13637E+03
   454    0.19394E+04    0.15352E+02   -0.71492E+02    0.10407E+07    0.13298E+03
   455    0.19497E+04    0.15179E+02   -0.71979E+02    0.10374E+07    0.12966E+03
   456    0.19602E+04    0.15004E+02   -0.72427E+02    0.10340E+07    0.12643E+03
   457    0.19706E+04    0.14830E+02   -0.72847E+02    0.10307E+07    0.12326E+03
   458    0.19812E+04    0.14654E+02   -0.73223E+02    0.10274E+07    0.12017E+03
   459    0.19919E+04    0.14479E+02   -0.73569E+02    0.10241E+07    0.11716E+03
   460    0.20026E+04    0.14302E+02   -0.73879E+02    0.10208E+07    0.11421E+03
   461    0.20134E+04    0.14125E+02   -0.74155E+02    0.10175E+07    0.11134E+03
   462    0.20242E+04    0.13947E+02   -0.74390E+02    0.10142E+07    0.10853E+03
   463    0.20351E+04    0.13770E+02   -0.74604E+02    0.10110E+07    0.10579E+03
   464    0.20459E+04    0.13593E+02   -0.74765E+02    0.10078E+07    0.10313E+03
   465    0.20567E+04    0.13416E+02   -0.74904E+02    0.10045E+07    0.10052E+03
   466    0.20677E+04    0.13238E+02   -0.74999E+02    0.10013E+07    0.97987E+02
   467    0.20786E+04    0.13061E+02   -0.75064E+02    0.99813E+06    0.95516E+02
   468    0.20896E+04    0.12884E+02   -0.75092E+02    0.99496E+06    0.93109E+02
   469    0.21005E+04    0.12707E+02   -0.75090E+02    0.99179E+06    0.90764E+02
   470    0.21115E+04    0.12531E+02   -0.75052E+02    0.98864E+06    0.88482E+02
   471    0.21223E+04    0.12357E+02   -0.74976E+02    0.98550E+06    0.86261E+02
   472    0.21332E+04    0.12182E+02   -0.74871E+02    0.98238E+06    0.84099E+02
   473    0.21441E+04    0.12008E+02   -0.74729E+02    0.97927E+06    0.81997E+02
   474    0.21549E+04    0.11836E+02   -0.74557E+02    0.97617E+06    0.79952E+02
   475    0.21658E+04    0.11664E+02   -0.74348E+02    0.97309E+06    0.77965E+02
   476    0.21765E+04    0.11494E+02   -0.74104E+02    0.97002E+06    0.76034E+02
   477    0.21871E+04    0.11324E+02   -0.73835E+02    0.96696E+06    0.74158E+02
   478    0.21978E+04    0.11155E+02   -0.73522E+02    0.96391E+06    0.72337E+02
   479    0.22084E+04    0.10989E+02   -0.73189E+02    0.96088E+06    0.70569E+02
   480    0.22189E+04    0.10824E+02   -0.72819E+02    0.95786E+06    0.68852E+02
   481    0.22293E+04    0.10660E+02   -0.72413E+02    0.95486E+06    0.67188E+02
   482    0.22397E+04    0.10498E+02   -0.71978E+02    0.95186E+06    0.65573E+02
   483    0.22500E+04    0.10338E+02   -0.71516E+02    0.94888E+06    0.64008E+02
   484    0.22600E+04    0.10180E+02   -0.71022E+02    0.94592E+06    0.62492E+02
   485    0.22702E+04    0.10024E+02   -0.70497E+02    0.94296E+06    0.61022E+02
   486    0.22802E+04    0.98704E+01   -0.69942E+02    0.94002E+06    0.59600E+02
   487    0.22900E+04    0.97190E+01   -0.69358E+02    0.93709E+06    0.58222E+02
   488    0.22997E+04    0.95690E+01   -0.68745E+02    0.93417E+06    0.56890E+02
   489    0.23094E+04    0.94220E+01   -0.68103E+02    0.93126E+06    0.55601E+02
   490    0.23189E+04    0.92778E+01   -0.67432E+02    0.92837E+06    0.54354E+02
   491    0.23282E+04    0.91359E+01   -0.66736E+02    0.92549E+06    0.53149E+02
   492    0.23375E+04    0.89969E+01   -0.66012E+02    0.92262E+06    0.51985E+02
   493    0.23466E+04    0.88592E+01   -0.65260E+02    0.91976E+06    0.50860E+02
   494    0.23556E+04    0.87260E+01   -0.64483E+02    0.91692E+06    0.49774E+02
   495    0.23643E+04    0.85950E+01   -0.63680E+02    0.91409E+06    0.48726E+02
   496    0.23729E+04    0.84676E+01   -0.62852E+02    0.91126E+06    0.47715E+02
   497    0.23814E+04    0.83431E+01   -0.61999E+02    0.90845E+06    0.46740E+02
   498    0.23897E+04    0.82208E+01   -0.61124E+02    0.90566E+06    0.45799E+02
   499    0.23979E+04    0.81029E+01   -0.60223E+02    0.90287E+06    0.44892E+02
   500    0.24060E+04    0.79872E+01   -0.59301E+02    0.90009E+06    0.44018E+02
   501    0.24137E+04    0.78758E+01   -0.58356E+02    0.89733E+06    0.43177E+02
   502    0.24214E+04    0.77681E+01   -0.57389E+02    0.89458E+06    0.42367E+02
   503    0.24289E+04    0.76633E+01   -0.56402E+02    0.89184E+06    0.41588E+02
   504    0.24361E+04    0.75622E+01   -0.55393E+02    0.88911E+06    0.40840E+02
   505    0.24433E+04    0.74655E+01   -0.54366E+02    0.88639E+06    0.40123E+02
   506    0.24501E+04    0.73725E+01   -0.53318E+02    0.88368E+06    0.39437E+02
   507    0.24569E+04    0.72831E+01   -0.52253E+02    0.88099E+06    0.38780E+02
   508    0.24634E+04    0.71982E+01   -0.51168E+02    0.87830E+06    0.38154E+02
   509    0.24697E+04    0.71170E+01   -0.50068E+02    0.87563E+06    0.37557E+02
   510    0.24758E+04    0.70399E+01   -0.48951E+02    0.87297E+06    0.36989E+02
   511    0.24817E+04    0.69669E+01   -0.47818E+02    0.87032E+06    0.36451E+02
   512    0.24874E+04    0.68982E+01   -0.46669E+02    0.86768E+06    0.35941E+02
   513    0.24929E+04    0.68337E+01   -0.45507E+02    0.86505E+06    0.35459E+02
   514    0.24982E+04    0.67737E+01   -0.44331E+02    0.86243E+06    0.35005E+02
   515    0.25033E+04    0.67181E+01   -0.43142E+02    0.85982E+06    0.34580E+02
   516    0.25082E+04    0.66670E+01   -0.41940E+02    0.85722E+06    0.34182E+02
   517    0.25127E+04    0.66205E+01   -0.40727E+02    0.85464E+06    0.33810E+02
   518    0.25171E+04    0.65785E+01   -0.39504E+02    0.85206E+06    0.33466E+02
   519    0.25214E+04    0.65412E+01   -0.38268E+02    0.84950E+06    0.33149E+02
   520    0.25254E+04    0.65086E+01   -0.37025E+02    0.84694E+06    0.32858E+02
   521    0.25290E+04    0.64806E+01   -0.35773E+02    0.84440E+06    0.32592E+02
   522    0.25325E+04    0.64576E+01   -0.34512E+02    0.84186E+06    0.32353E+02
   523    0.25358E+04    0.64394E+01   -0.33244E+02    0.83934E+06    0.32139E+02
   524    0.25389E+04    0.64260E+01   -0.31970E+02    0.83683E+06    0.31950E+02
   525    0.25416E+04    0.64175E+01   -0.30689E+02    0.83433E+06    0.31786E+02
   526    0.25442E+04    0.64140E+01   -0.29404E+02    0.83184E+06    0.31646E+02
   527    0.25466E+04    0.64153E+01   -0.28114E+02    0.82935E+06    0.31531E+02
   528    0.25488E+04    0.64217E+01   -0.26822E+02    0.82688E+06    0.31439E+02
   529    0.25507E+04    0.64332E+01   -0.25525E+02    0.82442E+06    0.31371E+02
   530    0.25523E+04    0.64498E+01   -0.24229E+02    0.82197E+06    0.31327E+02
   531    0.25539E+04    0.64713E+01   -0.22928E+02    0.81953E+06    0.31305E+02
   532    0.25550E+04    0.64981E+01   -0.21629E+02    0.81710E+06    0.31306E+02
   533    0.25560E+04    0.65300E+01   -0.20329E+02    0.81468E+06    0.31330E+02
   534    0.25567E+04    0.65670E+01   -0.19031E+02    0.81227E+06    0.31376E+02
   535    0.25572E+04    0.66093E+01   -0.17735E+02    0.80987E+06    0.31444E+02
   536    0.25574E+04    0.66567E+01   -0.16440E+02    0.80748E+06    0.31533E+02
   537    0.25575E+04    0.67092E+01   -0.15149E+02    0.80509E+06    0.31643E+02
   538    0.25573E+04    0.67671E+01   -0.13862E+02    0.80272E+06    0.31775E+02
   539    0.25569E+04    0.68300E+01   -0.12580E+02    0.80036E+06    0.31927E+02
   540    0.25563E+04    0.68983E+01   -0.11303E+02    0.79801E+06    0.32100E+02
   541    0.25553E+04    0.69717E+01   -0.10032E+02    0.79567E+06    0.32292E+02
   542    0.25543E+04    0.70504E+01   -0.87684E+01    0.79333E+06    0.32505E+02
   543    0.25529E+04    0.71343E+01   -0.75123E+01    0.79101E+06    0.32736E+02
   544    0.25514E+04    0.72235E+01   -0.62644E+01    0.78870E+06    0.32987E+02
   545    0.25496E+04    0.73178E+01   -0.50254E+01    0.78639E+06    0.33257E+02
   546    0.25476E+04    0.74171E+01   -0.37963E+01    0.78410E+06    0.33546E+02
   547    0.25454E+04    0.75216E+01   -0.25774E+01    0.78181E+06    0.33852E+02
   548    0.25430E+04    0.76312E+01   -0.13698E+01    0.77954E+06    0.34177E+02
   549    0.25403E+04    0.77461E+01   -0.17401E+00    0.77727E+06    0.34520E+02
   550    0.25375E+04    0.78661E+01    0.10093E+01    0.77501E+06    0.34879E+02
